File_Name,True_Label,Predicted_Label,Prediction_Probability
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0068383.jpg,4,4,"[7.4646482e-07 8.5267664e-07 6.0957234e-07 3.5056377e-07 9.9994898e-01
 4.7100777e-05 1.1278154e-06 2.7018643e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0065215.jpg,4,4,"[1.2662819e-06 5.4563093e-06 2.7774020e-06 1.7819372e-07 9.9934906e-01
 6.3670741e-04 4.2961074e-06 2.6823542e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0055546.jpg,4,2,"[1.77969108e-03 3.39429677e-01 3.48537534e-01 4.72929496e-05
 2.00189292e-01 1.08589694e-01 9.01436142e-04 5.25370007e-04]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0010240.jpg,4,5,"[2.4358840e-06 1.1457369e-02 2.8308324e-04 2.8330358e-06 3.0578757e-02
 9.5762771e-01 3.4987945e-05 1.2870756e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0066750.jpg,4,4,"[3.3330002e-06 1.1670577e-06 3.4934121e-05 4.8289635e-06 9.9881566e-01
 1.1365671e-03 3.0299541e-06 4.2376845e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0062112.jpg,4,4,"[4.8920911e-06 2.7619421e-06 1.4861180e-05 7.9812953e-06 9.9983048e-01
 1.3101051e-04 1.9156244e-06 6.0562697e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0061735.jpg,4,4,"[3.8442686e-06 1.0699026e-06 2.0321499e-05 7.6673132e-06 9.9973112e-01
 2.1834300e-04 1.6500495e-05 1.1241585e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0062474.jpg,4,4,"[1.1684647e-06 1.1705125e-06 2.7119522e-06 6.0693452e-08 9.9998260e-01
 1.0749471e-05 1.4406298e-06 8.0306755e-08]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0028642.jpg,4,4,"[8.54270038e-05 1.17825075e-04 3.87517130e-03 1.94299901e-05
 8.88327479e-01 1.07356854e-01 1.68180544e-04 4.95184613e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0073102.jpg,4,4,"[6.67509198e-07 6.25137034e-07 3.40823062e-05 2.54037786e-07
 9.99859333e-01 1.03627404e-04 1.33782805e-06 6.40148201e-08]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0032879.jpg,4,4,"[9.9464953e-05 6.7928246e-05 2.0918034e-05 3.9796832e-06 9.9636519e-01
 3.3554558e-03 8.0649872e-05 6.3552293e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0013455_downsampled.jpg,4,4,"[3.56301712e-06 1.92955463e-06 2.49388195e-05 4.07895777e-06
 9.99730051e-01 1.90619830e-04 3.17155427e-05 1.30513945e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0054464.jpg,4,4,"[1.0894982e-05 1.2200668e-04 1.7091050e-05 9.1467098e-07 9.9936098e-01
 4.7370506e-04 1.1827587e-05 2.5282202e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0068488.jpg,4,4,"[4.3208409e-05 1.4202813e-04 8.6968974e-04 2.3144124e-05 9.9394661e-01
 4.9349321e-03 1.6507753e-05 2.3847550e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0071913.jpg,4,4,"[2.1910791e-06 8.6229848e-06 7.9908232e-06 5.8607725e-07 9.9723357e-01
 2.7292606e-03 4.7015087e-07 1.7381870e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0024688.jpg,4,4,"[6.8032801e-07 1.2914022e-05 3.0549857e-06 3.2717702e-07 9.9978024e-01
 1.9147991e-04 7.3775386e-06 3.9205215e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0000487.jpg,4,2,"[5.8561355e-02 2.7905297e-03 9.2457837e-01 5.9959888e-03 4.6091764e-03
 3.3669479e-03 3.9803326e-05 5.7780002e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0013984_downsampled.jpg,4,4,"[6.1776841e-06 2.9258237e-05 1.7916391e-05 9.7345787e-07 9.9899131e-01
 9.3936129e-04 1.7876087e-06 1.3213163e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0072989.jpg,4,4,"[7.5979615e-06 3.6384945e-06 1.9395404e-06 1.4110194e-07 9.9996519e-01
 1.1340889e-05 8.3610112e-06 1.7916975e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0010175.jpg,4,2,"[3.4913359e-07 9.4426588e-07 9.9997711e-01 5.7384813e-07 1.7291330e-05
 2.3469056e-06 1.2334544e-06 5.4389197e-08]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0070463.jpg,4,0,"[0.4863701  0.08518646 0.0029434  0.00150163 0.38278753 0.03278125
 0.00734191 0.00108769]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0014144_downsampled.jpg,4,4,"[2.7305598e-08 2.5641879e-07 4.1998933e-06 3.6634251e-08 9.9994826e-01
 4.6824945e-05 3.4575444e-07 2.7979039e-09]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0055938.jpg,4,4,"[8.0821803e-07 7.5408921e-06 7.6213648e-05 5.9298100e-07 9.9943441e-01
 4.7746004e-04 2.5117845e-06 5.0898183e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0001142_downsampled.jpg,4,4,"[1.1900297e-05 9.6579529e-03 3.4293212e-04 4.9520872e-07 9.8449755e-01
 5.2739810e-03 1.6083775e-05 1.9919132e-04]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0024853.jpg,4,4,"[6.2616641e-06 9.2470555e-06 9.1807296e-06 2.6207736e-06 9.9981326e-01
 1.4393477e-04 1.4260541e-05 1.2914860e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0072151.jpg,4,4,"[7.1817240e-06 1.5191978e-04 3.3669425e-05 2.0212617e-06 9.9579668e-01
 3.9648106e-03 4.0762545e-05 2.9384264e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0062983.jpg,4,4,"[1.25138558e-05 4.42676719e-05 1.24657345e-05 1.19089555e-06
 9.99772370e-01 1.48200314e-04 7.26604094e-06 1.83112934e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0055226.jpg,4,4,"[3.7323807e-06 1.5545724e-04 3.2915667e-04 2.0864961e-06 9.8676306e-01
 1.2712965e-02 3.1757627e-05 1.7610168e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0030695.jpg,4,4,"[1.7789326e-07 3.6701636e-06 1.4540010e-05 8.8507683e-08 9.9976796e-01
 2.1192555e-04 1.5823837e-06 1.3915133e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0033616.jpg,4,4,"[8.9018777e-06 2.3307834e-05 1.5902241e-04 2.1325279e-06 9.8596156e-01
 1.3832535e-02 4.4959274e-06 8.0359050e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0063443.jpg,4,4,"[1.9145820e-03 1.7496658e-02 3.2361640e-05 1.1233231e-03 9.4673264e-01
 3.2200646e-02 1.2160218e-04 3.7808696e-04]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0072917.jpg,4,5,"[1.0287768e-04 6.6182422e-03 6.1509747e-04 1.3151311e-05 3.0547875e-01
 6.8698508e-01 2.9495450e-05 1.5731259e-04]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0062709.jpg,4,4,"[5.3613680e-06 1.3938203e-04 2.0912530e-04 2.3443907e-05 9.8145837e-01
 1.8103316e-02 5.5551318e-05 5.4105030e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0029843.jpg,4,4,"[4.2172400e-07 3.2038432e-07 1.4321485e-06 4.9512678e-08 9.9997735e-01
 1.9851819e-05 4.3628020e-07 7.3190350e-08]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0014049_downsampled.jpg,4,4,"[3.4439627e-06 2.7095506e-05 9.6522628e-05 1.1458202e-06 9.9766821e-01
 2.1924861e-03 6.7251494e-06 4.3462337e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0065525.jpg,4,4,"[9.3380885e-07 1.0931677e-06 1.9161381e-07 2.0374846e-07 9.9985695e-01
 1.3866462e-04 6.4502558e-07 1.3434017e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0061833.jpg,4,4,"[4.0172031e-07 3.9663387e-06 1.9446936e-06 3.3472512e-07 9.9997973e-01
 1.0276114e-05 2.8557813e-06 4.4375898e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0033487.jpg,4,2,"[7.7248642e-06 5.1700883e-04 9.8098779e-01 2.0094544e-03 1.3586144e-02
 2.4418540e-03 3.9030539e-04 5.9724465e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0014558_downsampled.jpg,4,4,"[2.2342721e-05 3.8772192e-05 8.2434373e-05 1.8963203e-06 9.9950147e-01
 3.3980305e-04 1.0879133e-05 2.3802024e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0066470.jpg,4,4,"[1.19481665e-05 1.36195021e-02 1.89847662e-04 7.67407528e-06
 9.71314847e-01 1.48076043e-02 3.57934514e-05 1.27244475e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0062141.jpg,4,4,"[1.7599195e-05 9.3816916e-06 3.9837203e-05 1.0600623e-06 9.9985814e-01
 6.3904496e-05 8.3598916e-06 1.8248865e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0055803.jpg,4,4,"[4.4074056e-07 1.1509345e-06 2.7155076e-07 4.8686367e-08 9.9999714e-01
 2.1791809e-07 6.6856512e-07 1.6285199e-08]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0000522.jpg,4,7,"[7.5645652e-04 8.4091248e-03 2.9500877e-04 2.3286084e-03 4.6302512e-04
 4.9224000e-02 6.3215732e-05 9.3846053e-01]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0060238.jpg,4,4,"[1.0290912e-05 2.9704503e-05 6.0169212e-05 1.1139386e-04 9.5592600e-01
 4.3641776e-02 3.9783099e-06 2.1658634e-04]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0032372.jpg,4,4,"[2.6851894e-06 7.4894092e-06 1.7950797e-05 1.5324060e-06 9.9977058e-01
 1.9506369e-04 1.9406502e-06 2.6688092e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0013610_downsampled.jpg,4,4,"[1.8251292e-06 2.9225914e-05 2.7824974e-05 4.1980286e-07 9.9897408e-01
 9.5199706e-04 1.2222019e-05 2.4474082e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0032638.jpg,4,5,"[3.7625839e-03 6.0154699e-02 6.7374873e-04 2.5239616e-04 4.3649026e-03
 9.3060225e-01 2.8806693e-05 1.6055489e-04]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0014883_downsampled.jpg,4,4,"[8.5193625e-07 7.3201973e-06 4.8264415e-06 8.3758522e-07 9.9985850e-01
 1.2516695e-04 1.7990106e-06 6.5438746e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0071869.jpg,4,4,"[3.6203639e-06 1.1158256e-04 5.3347037e-03 2.5810990e-03 9.9100786e-01
 8.6552510e-04 5.8294354e-05 3.7414600e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0057251.jpg,4,4,"[3.9950050e-06 4.4299504e-05 6.8886926e-05 2.0837572e-06 9.9965763e-01
 2.1003287e-04 1.2410856e-05 7.0762110e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0064339.jpg,4,4,"[9.0397216e-06 2.1674795e-04 5.0123996e-05 1.6843987e-06 9.9850178e-01
 1.2106802e-03 5.8005476e-06 4.1868043e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0073143.jpg,4,4,"[2.0437158e-06 3.2348524e-07 3.3515687e-05 4.7388157e-06 9.9984014e-01
 1.1646540e-04 1.9849065e-06 7.6348266e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0070585.jpg,4,4,"[3.2828336e-06 7.4560385e-06 2.7538284e-05 1.6203629e-05 9.9733979e-01
 2.5832080e-03 8.5046840e-06 1.4110174e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0062005.jpg,4,4,"[1.1253487e-06 5.8493647e-06 5.9137169e-06 1.0737113e-07 9.9983752e-01
 1.4678015e-04 1.5115353e-07 2.5739600e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0067903.jpg,4,4,"[1.4161372e-05 1.0840250e-05 5.9113241e-05 6.5125039e-07 9.9979478e-01
 8.6415916e-05 3.2725820e-05 1.3526911e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0066671.jpg,4,4,"[4.0589175e-06 4.7385605e-05 2.2730550e-05 4.8421128e-07 9.9959415e-01
 2.8472117e-04 4.5586592e-05 9.3221996e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0064376.jpg,4,4,"[1.0343211e-06 2.1912872e-06 7.0219230e-06 7.1625763e-08 9.9998260e-01
 5.7105854e-06 4.8746921e-07 7.7478529e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0067461.jpg,4,4,"[8.2491833e-06 2.1981632e-05 1.7169933e-07 2.3951640e-07 9.9995828e-01
 2.3010434e-06 8.7450144e-06 3.4456480e-08]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0032844.jpg,4,4,"[5.0180741e-08 1.8267059e-07 2.6661032e-06 4.5423757e-08 9.9996924e-01
 2.7494720e-05 2.2445263e-07 2.7077074e-09]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0000420_downsampled.jpg,4,4,"[2.5454834e-05 5.4494431e-06 6.4578198e-05 1.2816772e-06 9.9960130e-01
 2.3899393e-04 6.2443600e-05 4.3682709e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0027089.jpg,4,4,"[1.1828806e-06 2.0982770e-06 1.9479260e-06 1.7781729e-06 9.9989533e-01
 9.5693977e-05 2.8252953e-07 1.6226186e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0060717.jpg,4,4,"[2.4770691e-06 6.1520773e-06 3.0182248e-06 9.0954978e-07 9.9975151e-01
 2.3106026e-04 3.6386293e-06 1.2269612e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0000276.jpg,4,4,"[8.2514998e-05 8.8268600e-04 6.8333097e-06 2.5918134e-05 9.9835169e-01
 5.1773357e-04 9.4850264e-05 3.7830469e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0010358.jpg,4,4,"[1.9994011e-06 5.9167553e-07 4.7586213e-06 5.6035810e-07 9.9992919e-01
 5.8112531e-05 4.6459154e-06 1.0737544e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0066860.jpg,4,5,"[3.7845781e-05 7.2860569e-02 4.8684166e-03 9.6817392e-05 2.6859686e-02
 8.9456880e-01 1.9937783e-04 5.0849293e-04]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0066734.jpg,4,4,"[1.01686425e-07 2.17109141e-06 2.74850436e-07 2.91258697e-08
 9.99990225e-01 6.76399077e-06 3.07034497e-07 4.32518164e-08]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0026430.jpg,4,1,"[2.0840432e-04 7.3604476e-01 4.1579963e-03 8.0011616e-04 8.0031306e-02
 1.7769966e-01 1.1475577e-04 9.4303425e-04]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0072923.jpg,4,4,"[6.8258701e-06 7.2239259e-06 2.3729106e-06 6.8309396e-07 9.9990642e-01
 7.1671377e-05 4.2539991e-06 4.9993139e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0028968.jpg,4,4,"[1.0132745e-05 2.8125760e-06 5.9832873e-06 1.7685265e-06 9.9973816e-01
 2.3751170e-04 3.3067095e-06 2.1673887e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0032248.jpg,4,5,"[1.8089375e-04 1.9524324e-03 3.5932465e-04 1.0606326e-05 1.5541896e-03
 9.9579901e-01 8.5265325e-05 5.8345820e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0010089.jpg,4,4,"[3.4983193e-06 1.7386257e-05 9.7100601e-06 5.6287655e-07 9.9826849e-01
 1.6934010e-03 5.9098788e-06 9.9654847e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0033206.jpg,4,4,"[1.5483951e-04 3.0462912e-05 7.5641728e-05 3.1529729e-05 7.0790720e-01
 2.9166535e-01 4.9966100e-05 8.5025604e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0054725.jpg,4,4,"[8.0827376e-06 2.5711322e-05 2.4831694e-04 3.8067437e-06 9.9324095e-01
 6.4451168e-03 1.8081153e-05 9.9738645e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0030238.jpg,4,4,"[1.5965868e-06 1.2761145e-05 1.2320711e-06 1.3308410e-07 9.9991262e-01
 6.9010966e-05 1.9138186e-06 7.5549582e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0060154.jpg,4,4,"[4.5670866e-05 2.1124216e-02 3.9810038e-04 2.3775251e-06 9.5159763e-01
 2.6555033e-02 1.5193401e-05 2.6182798e-04]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0056113.jpg,4,4,"[7.42099473e-06 4.69005681e-05 1.31477636e-05 7.52909409e-06
 9.97416854e-01 2.49260385e-03 1.06171665e-05 4.82439555e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0060795.jpg,4,4,"[2.2457260e-05 8.0087222e-05 6.7677305e-05 2.4065530e-06 9.9948490e-01
 3.2695616e-04 9.0135336e-06 6.4961559e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0032287.jpg,4,5,"[3.6676679e-06 1.6837286e-04 1.3948686e-04 1.3322716e-06 2.7675243e-04
 9.9923587e-01 7.1398363e-06 1.6750032e-04]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0032806.jpg,4,4,"[1.2983563e-02 6.1804597e-04 3.0320091e-03 4.0243125e-05 6.5969372e-01
 3.2182908e-01 1.5381051e-03 2.6533476e-04]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0031406.jpg,4,5,"[1.46304359e-04 8.11972544e-02 8.87960754e-03 1.00813726e-04
 3.17330076e-03 8.88131022e-01 7.30404718e-05 1.82986856e-02]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0053790.jpg,4,4,"[2.9248223e-04 5.3361373e-04 7.9748716e-04 2.1076821e-05 9.8830557e-01
 9.3388045e-03 7.0353597e-04 7.4175377e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0071827.jpg,4,4,"[1.3077666e-05 1.9560737e-05 8.7937069e-06 1.3842921e-06 9.9963903e-01
 3.0358721e-04 7.6665992e-06 6.8134968e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0034120.jpg,4,5,"[2.7153334e-05 4.2713550e-03 2.0482687e-04 5.2083660e-06 6.0031344e-03
 9.8943675e-01 3.0120909e-05 2.1423346e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0068048.jpg,4,5,"[5.4629618e-06 1.8491974e-01 2.3355229e-04 2.9725551e-03 5.7188237e-05
 7.7472198e-01 3.6647275e-02 4.4226029e-04]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0062058.jpg,4,0,"[5.8149832e-01 1.6297765e-04 1.9737344e-02 2.6450702e-03 7.0201510e-05
 3.8560790e-01 7.5673842e-04 9.5215272e-03]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0069851.jpg,4,4,"[1.8483025e-06 6.0587327e-06 1.8211576e-06 1.2473507e-06 9.9979931e-01
 1.8734565e-04 2.4715135e-07 2.1773965e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0069324.jpg,4,4,"[7.6303189e-07 4.4534815e-07 4.8385812e-07 1.7585146e-04 9.9967408e-01
 7.8966235e-07 8.5218053e-05 6.2300380e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0072041.jpg,4,2,"[2.2931462e-04 4.1384503e-01 5.6362659e-01 1.6011010e-04 2.8334083e-03
 1.8574210e-02 5.3197308e-04 1.9941725e-04]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0009905.jpg,4,4,"[2.5120596e-07 1.7639690e-05 9.2216702e-05 1.5609295e-07 9.9813557e-01
 1.7528009e-03 8.2137041e-07 4.4405846e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0033885.jpg,4,2,"[1.4658898e-05 4.1033516e-05 9.9714166e-01 7.6936340e-06 4.0710849e-05
 2.7465050e-03 3.7225632e-06 3.8911544e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0070372.jpg,4,4,"[5.3511485e-07 4.8628090e-06 4.9109558e-06 6.8128082e-07 9.9988937e-01
 9.7130862e-05 2.1777046e-06 3.8222115e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0030754.jpg,4,4,"[9.1655042e-05 5.7468777e-05 1.3746315e-04 4.0698022e-05 9.4225287e-01
 5.7287257e-02 5.6303452e-05 7.6228709e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0011151.jpg,4,4,"[0.00540129 0.00071501 0.33577445 0.00165449 0.6081009  0.03056205
 0.00516512 0.01262674]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0065001.jpg,4,4,"[2.5511458e-06 3.7097034e-05 2.3611181e-05 3.0773399e-06 9.5914739e-01
 4.0753186e-02 8.7051003e-06 2.4468112e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0024624.jpg,4,4,"[2.1291849e-04 4.9525028e-05 3.8530442e-04 3.6933863e-05 9.9528390e-01
 3.8903500e-03 1.3006474e-04 1.1063645e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0053960.jpg,4,4,"[3.6855945e-07 2.4320647e-07 2.4635406e-06 3.3629905e-07 9.9997211e-01
 2.3964380e-05 2.3409822e-07 2.6358302e-07]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0063829.jpg,4,4,"[3.0115509e-04 2.1297359e-01 3.4487649e-04 1.5029039e-05 7.7435547e-01
 1.0746617e-02 1.2271914e-03 3.6205081e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0028969.jpg,4,4,"[9.4138295e-06 8.7003566e-05 2.0305153e-05 3.5771509e-06 9.9468046e-01
 5.1472262e-03 8.2225715e-06 4.3736167e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0062978.jpg,4,1,"[1.0540980e-03 9.9803287e-01 2.6849483e-04 5.2159270e-05 2.7644905e-04
 2.4134424e-04 4.6405705e-05 2.8160688e-05]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0068153.jpg,4,0,"[5.4470724e-01 3.8080838e-02 1.4254524e-03 7.6678785e-05 4.1390789e-01
 1.5179716e-03 1.5956210e-04 1.2435601e-04]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0026868.jpg,4,4,"[1.0303853e-05 2.9107912e-05 3.1099720e-05 1.2348979e-06 9.9968100e-01
 1.6047644e-04 8.5045795e-05 1.7573982e-06]"
/kaggle/input/darklight-augmented2/organized_augmented/test/MEL/ISIC_0030129.jpg,4,4,"[4.5023121e-06 1.5673006e-05 1.7223756e-05 4.6962368e-06 9.9975520e-01
 1.7871852e-04 9.9691642e-06 1.4015281e-05]"
